MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold
60.0,71.0,12209.0,6.0,5.0,2001.0,2002.0,0.0,690.0,0.0,114.0,804.0,804.0,1157.0,0.0,1961.0,1.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,2001.0,2.0,560.0,125.0,192.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0
20.0,69.0,8339.0,5.0,7.0,1959.0,1959.0,0.0,0.0,0.0,0.0,0.0,882.0,0.0,0.0,882.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1959.0,1.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,7.0,2007.0
30.0,69.0,7446.0,4.0,5.0,1941.0,1950.0,0.0,266.0,0.0,522.0,788.0,788.0,0.0,0.0,788.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,2.0,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2006.0
50.0,60.0,10134.0,5.0,6.0,1940.0,1950.0,0.0,0.0,0.0,735.0,735.0,735.0,299.0,0.0,1034.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1940.0,1.0,240.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0
20.0,68.0,9571.0,5.0,6.0,1956.0,1956.0,0.0,739.0,0.0,405.0,1144.0,1144.0,0.0,0.0,1144.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1956.0,1.0,596.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0
20.0,60.0,7200.0,5.0,5.0,1972.0,1972.0,0.0,777.0,0.0,117.0,894.0,894.0,0.0,0.0,894.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,0.0,1985.0,2.0,600.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2009.0
60.0,69.0,7590.0,5.0,5.0,1962.0,1962.0,288.0,540.0,0.0,324.0,864.0,876.0,936.0,0.0,1812.0,0.0,0.0,2.0,0.0,4.0,1.0,8.0,1.0,1962.0,1.0,264.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0
30.0,60.0,8967.0,5.0,2.0,1920.0,1950.0,0.0,0.0,0.0,961.0,961.0,1077.0,0.0,0.0,1077.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,0.0,1920.0,1.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2007.0
60.0,65.0,8125.0,7.0,5.0,2006.0,2007.0,100.0,812.0,0.0,280.0,1092.0,1112.0,438.0,0.0,1550.0,1.0,0.0,2.0,0.0,2.0,1.0,7.0,0.0,2007.0,2.0,438.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0
120.0,38.0,14963.0,8.0,5.0,1996.0,1996.0,0.0,786.0,0.0,474.0,1260.0,1288.0,0.0,0.0,1288.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1996.0,2.0,500.0,120.0,30.0,0.0,0.0,224.0,0.0,0.0,12.0,2008.0
20.0,65.0,8767.0,7.0,5.0,2005.0,2005.0,0.0,24.0,0.0,1286.0,1310.0,1310.0,0.0,0.0,1310.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,1.0,2005.0,2.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0
30.0,60.0,10200.0,5.0,8.0,1940.0,1997.0,0.0,0.0,0.0,672.0,672.0,672.0,0.0,0.0,672.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1940.0,1.0,240.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2008.0
60.0,93.0,12090.0,8.0,5.0,1998.0,1998.0,650.0,0.0,0.0,1141.0,1141.0,1165.0,1098.0,0.0,2263.0,0.0,0.0,2.0,1.0,4.0,1.0,10.0,1.0,1998.0,2.0,420.0,144.0,123.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0
60.0,69.0,10364.0,6.0,5.0,1995.0,1996.0,0.0,0.0,0.0,806.0,806.0,806.0,766.0,0.0,1572.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,1995.0,2.0,373.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0
20.0,69.0,9991.0,4.0,4.0,1976.0,1993.0,0.0,1116.0,0.0,165.0,1281.0,1620.0,0.0,0.0,1620.0,1.0,0.0,2.0,0.0,3.0,1.0,8.0,1.0,1993.0,2.0,490.0,120.0,78.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0
50.0,51.0,10480.0,6.0,5.0,1936.0,1950.0,0.0,0.0,0.0,1064.0,1064.0,1166.0,0.0,473.0,1639.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1936.0,1.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2008.0
70.0,63.0,15576.0,6.0,7.0,1915.0,1976.0,0.0,0.0,0.0,840.0,840.0,840.0,840.0,0.0,1680.0,0.0,0.0,2.0,0.0,4.0,1.0,8.0,0.0,1960.0,1.0,308.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,3.0,2008.0
60.0,109.0,14154.0,7.0,5.0,2006.0,2006.0,350.0,0.0,0.0,1063.0,1063.0,1071.0,1101.0,0.0,2172.0,0.0,0.0,2.0,1.0,3.0,1.0,9.0,1.0,2006.0,3.0,947.0,192.0,62.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0
60.0,85.0,10800.0,8.0,5.0,2007.0,2008.0,100.0,789.0,0.0,245.0,1034.0,1050.0,1028.0,0.0,2078.0,1.0,0.0,2.0,1.0,3.0,1.0,8.0,1.0,2008.0,3.0,836.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,4.0,2008.0
20.0,68.0,9571.0,5.0,3.0,1958.0,1958.0,0.0,0.0,0.0,1276.0,1276.0,1276.0,0.0,0.0,1276.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1958.0,1.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0
190.0,100.0,34650.0,5.0,5.0,1955.0,1955.0,0.0,1056.0,0.0,0.0,1056.0,1056.0,0.0,0.0,1056.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1955.0,2.0,572.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2006.0
20.0,69.0,4403.0,7.0,5.0,2009.0,2009.0,432.0,578.0,0.0,892.0,1470.0,1478.0,0.0,0.0,1478.0,1.0,0.0,2.0,1.0,2.0,1.0,7.0,1.0,2009.0,2.0,484.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0
30.0,56.0,8960.0,5.0,6.0,1927.0,1950.0,0.0,0.0,0.0,1008.0,1008.0,1028.0,0.0,0.0,1028.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,1.0,1927.0,2.0,360.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,3.0,2010.0
60.0,59.0,11228.0,7.0,5.0,1993.0,1993.0,0.0,50.0,531.0,499.0,1080.0,1080.0,1017.0,0.0,2097.0,0.0,1.0,2.0,1.0,3.0,1.0,9.0,1.0,1993.0,3.0,678.0,196.0,187.0,0.0,0.0,0.0,0.0,0.0,12.0,2008.0
20.0,73.0,8899.0,7.0,5.0,2007.0,2007.0,0.0,24.0,0.0,1316.0,1340.0,1340.0,0.0,0.0,1340.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,2007.0,2.0,396.0,100.0,30.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0
60.0,74.0,7844.0,6.0,7.0,1978.0,1978.0,203.0,209.0,0.0,463.0,672.0,672.0,728.0,0.0,1400.0,0.0,0.0,1.0,1.0,3.0,1.0,6.0,1.0,1978.0,2.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2006.0
70.0,86.0,22420.0,6.0,6.0,1918.0,1950.0,0.0,1128.0,0.0,242.0,1370.0,1370.0,1254.0,0.0,2624.0,1.0,0.0,2.0,1.0,4.0,1.0,10.0,1.0,1918.0,3.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2007.0
50.0,60.0,8160.0,5.0,6.0,1940.0,1950.0,0.0,312.0,0.0,444.0,756.0,756.0,378.0,0.0,1134.0,1.0,0.0,1.0,1.0,3.0,1.0,7.0,0.0,1940.0,1.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2007.0
20.0,65.0,8450.0,5.0,6.0,1968.0,1968.0,0.0,775.0,0.0,281.0,1056.0,1056.0,0.0,0.0,1056.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,1968.0,1.0,304.0,0.0,85.0,184.0,0.0,0.0,0.0,0.0,7.0,2010.0
90.0,78.0,7060.0,7.0,5.0,1997.0,1998.0,200.0,1309.0,0.0,35.0,1344.0,1344.0,0.0,0.0,1344.0,2.0,0.0,2.0,0.0,2.0,2.0,8.0,0.0,1997.0,4.0,784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2008.0
20.0,69.0,16635.0,6.0,7.0,1977.0,2000.0,126.0,1246.0,0.0,356.0,1602.0,1602.0,0.0,0.0,1602.0,0.0,1.0,2.0,0.0,3.0,1.0,8.0,1.0,1977.0,2.0,529.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0
20.0,100.0,21750.0,5.0,5.0,1954.0,1954.0,0.0,0.0,0.0,988.0,988.0,988.0,0.0,0.0,988.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1954.0,2.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2008.0
60.0,80.0,9200.0,8.0,5.0,1998.0,1998.0,473.0,986.0,0.0,484.0,1470.0,1470.0,1160.0,0.0,2630.0,1.0,0.0,2.0,1.0,4.0,1.0,8.0,1.0,1998.0,3.0,696.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0
20.0,72.0,9000.0,6.0,5.0,1956.0,1956.0,74.0,616.0,0.0,580.0,1196.0,1196.0,0.0,0.0,1196.0,1.0,0.0,1.0,0.0,2.0,1.0,6.0,1.0,1956.0,1.0,297.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0
60.0,60.0,3378.0,7.0,8.0,1946.0,1992.0,0.0,0.0,0.0,651.0,651.0,707.0,682.0,0.0,1389.0,0.0,0.0,1.0,1.0,3.0,1.0,6.0,2.0,1947.0,1.0,240.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,9.0,2009.0
80.0,69.0,12800.0,7.0,5.0,1989.0,1989.0,145.0,1518.0,0.0,0.0,1518.0,1644.0,0.0,0.0,1644.0,1.0,1.0,2.0,0.0,2.0,1.0,5.0,1.0,1989.0,2.0,569.0,80.0,0.0,0.0,0.0,396.0,0.0,0.0,8.0,2009.0
20.0,77.0,8593.0,4.0,6.0,1957.0,1957.0,0.0,288.0,0.0,619.0,907.0,907.0,0.0,0.0,907.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1964.0,1.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0
20.0,64.0,6762.0,7.0,5.0,2007.0,2007.0,108.0,664.0,0.0,544.0,1208.0,1208.0,0.0,0.0,1208.0,1.0,0.0,2.0,0.0,2.0,1.0,6.0,0.0,2007.0,2.0,628.0,105.0,54.0,0.0,0.0,0.0,0.0,0.0,9.0,2007.0
20.0,130.0,11457.0,6.0,5.0,1988.0,1988.0,0.0,1005.0,0.0,387.0,1392.0,1412.0,0.0,0.0,1412.0,1.0,0.0,2.0,0.0,3.0,1.0,6.0,1.0,1988.0,2.0,576.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,3.0,2009.0
160.0,21.0,1680.0,6.0,5.0,1971.0,1971.0,232.0,387.0,0.0,96.0,483.0,483.0,504.0,0.0,987.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,0.0,1971.0,1.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0
50.0,60.0,5586.0,6.0,7.0,1920.0,1998.0,0.0,0.0,0.0,901.0,901.0,1088.0,110.0,0.0,1198.0,0.0,0.0,1.0,0.0,4.0,1.0,7.0,0.0,1980.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,9.0,2008.0
160.0,24.0,1920.0,5.0,5.0,1971.0,1971.0,376.0,471.0,0.0,294.0,765.0,765.0,600.0,0.0,1365.0,1.0,0.0,1.0,1.0,2.0,1.0,6.0,0.0,1971.0,2.0,440.0,240.0,36.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0
60.0,100.0,10839.0,6.0,5.0,1997.0,1998.0,0.0,0.0,0.0,926.0,926.0,926.0,678.0,0.0,1604.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,1997.0,2.0,470.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0
180.0,21.0,1890.0,4.0,7.0,1972.0,1972.0,0.0,495.0,0.0,135.0,630.0,630.0,0.0,0.0,630.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1980.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0
60.0,43.0,10667.0,7.0,6.0,1996.0,1996.0,0.0,385.0,344.0,70.0,799.0,827.0,834.0,0.0,1661.0,1.0,0.0,2.0,1.0,3.0,1.0,6.0,1.0,1996.0,2.0,550.0,158.0,61.0,0.0,0.0,0.0,0.0,0.0,4.0,2009.0
50.0,40.0,4400.0,6.0,8.0,1920.0,1950.0,0.0,0.0,0.0,648.0,648.0,734.0,384.0,0.0,1118.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,0.0,1990.0,2.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2006.0
45.0,50.0,6000.0,6.0,7.0,1926.0,2004.0,0.0,0.0,0.0,884.0,884.0,904.0,0.0,0.0,904.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1926.0,1.0,180.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,1.0,2009.0
30.0,40.0,4280.0,5.0,6.0,1913.0,2002.0,0.0,365.0,0.0,75.0,440.0,694.0,0.0,0.0,694.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,1.0,1990.0,1.0,352.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,3.0,2007.0
50.0,67.0,12354.0,6.0,8.0,1920.0,2000.0,0.0,0.0,0.0,684.0,684.0,684.0,512.0,0.0,1196.0,0.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,2005.0,2.0,528.0,0.0,46.0,0.0,0.0,0.0,0.0,800.0,8.0,2009.0
20.0,105.0,15431.0,10.0,5.0,2008.0,2008.0,200.0,1767.0,539.0,788.0,3094.0,2402.0,0.0,0.0,2402.0,1.0,0.0,2.0,0.0,2.0,1.0,10.0,2.0,2008.0,3.0,672.0,0.0,72.0,0.0,0.0,170.0,0.0,0.0,4.0,2009.0
90.0,92.0,12108.0,4.0,4.0,1955.0,1955.0,270.0,133.0,0.0,1307.0,1440.0,1440.0,0.0,0.0,1440.0,0.0,0.0,2.0,0.0,4.0,2.0,8.0,0.0,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2008.0
50.0,52.0,6240.0,5.0,7.0,1930.0,1992.0,0.0,0.0,0.0,1078.0,1078.0,1128.0,445.0,0.0,1573.0,0.0,0.0,2.0,0.0,3.0,1.0,8.0,1.0,1930.0,2.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0
120.0,53.0,3922.0,7.0,5.0,2006.0,2007.0,72.0,0.0,0.0,1258.0,1258.0,1258.0,0.0,0.0,1258.0,0.0,0.0,2.0,0.0,2.0,1.0,6.0,1.0,2007.0,3.0,648.0,144.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0
60.0,70.0,8750.0,7.0,5.0,1994.0,1995.0,0.0,642.0,0.0,273.0,915.0,933.0,975.0,0.0,1908.0,1.0,0.0,2.0,1.0,4.0,1.0,8.0,1.0,1994.0,2.0,493.0,144.0,133.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0
20.0,73.0,9855.0,6.0,5.0,1956.0,1956.0,0.0,0.0,0.0,1436.0,1436.0,1689.0,0.0,0.0,1689.0,0.0,0.0,1.0,0.0,3.0,1.0,7.0,1.0,1956.0,2.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2009.0
20.0,137.0,16492.0,6.0,6.0,1966.0,2002.0,0.0,247.0,713.0,557.0,1517.0,1888.0,0.0,0.0,1888.0,0.0,0.0,2.0,1.0,2.0,1.0,6.0,1.0,1966.0,2.0,578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0
60.0,69.0,11214.0,7.0,5.0,1998.0,1999.0,0.0,0.0,0.0,930.0,930.0,956.0,930.0,0.0,1886.0,0.0,0.0,2.0,1.0,4.0,1.0,10.0,1.0,1998.0,2.0,431.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0
50.0,50.0,8600.0,6.0,6.0,1937.0,1950.0,0.0,0.0,0.0,780.0,780.0,780.0,596.0,0.0,1376.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,1937.0,1.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0
50.0,50.0,6000.0,3.0,7.0,1948.0,2002.0,0.0,331.0,0.0,318.0,649.0,679.0,504.0,0.0,1183.0,0.0,0.0,1.0,1.0,2.0,1.0,6.0,0.0,1981.0,1.0,308.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0
30.0,70.0,5684.0,6.0,8.0,1930.0,2005.0,0.0,0.0,0.0,813.0,813.0,813.0,0.0,0.0,813.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1932.0,1.0,270.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0
20.0,62.0,70761.0,7.0,5.0,1975.0,1975.0,0.0,655.0,0.0,878.0,1533.0,1533.0,0.0,0.0,1533.0,1.0,0.0,2.0,0.0,2.0,1.0,5.0,2.0,1975.0,2.0,576.0,200.0,54.0,0.0,0.0,0.0,0.0,0.0,12.0,2006.0
60.0,69.0,9303.0,6.0,5.0,1996.0,1997.0,42.0,742.0,0.0,130.0,872.0,888.0,868.0,0.0,1756.0,1.0,0.0,2.0,1.0,3.0,1.0,7.0,0.0,1996.0,2.0,422.0,144.0,122.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0
60.0,75.0,9000.0,8.0,5.0,2008.0,2008.0,0.0,0.0,0.0,768.0,768.0,786.0,804.0,0.0,1590.0,0.0,0.0,2.0,1.0,3.0,1.0,6.0,0.0,2008.0,2.0,676.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0
90.0,63.0,9297.0,5.0,5.0,1976.0,1976.0,0.0,1606.0,0.0,122.0,1728.0,1728.0,0.0,0.0,1728.0,2.0,0.0,2.0,0.0,4.0,2.0,8.0,0.0,1976.0,2.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0
20.0,80.0,9600.0,7.0,6.0,1973.0,1973.0,320.0,916.0,0.0,326.0,1242.0,1242.0,0.0,0.0,1242.0,0.0,0.0,1.0,1.0,3.0,1.0,6.0,1.0,1973.0,2.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2007.0
70.0,34.0,4571.0,5.0,5.0,1916.0,1950.0,0.0,0.0,0.0,624.0,624.0,624.0,720.0,0.0,1344.0,0.0,0.0,1.0,0.0,4.0,1.0,7.0,0.0,1916.0,3.0,513.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,5.0,2008.0
20.0,69.0,53227.0,4.0,6.0,1954.0,1994.0,0.0,1116.0,0.0,248.0,1364.0,1663.0,0.0,0.0,1663.0,1.0,0.0,1.0,0.0,2.0,1.0,6.0,2.0,1954.0,2.0,529.0,224.0,137.0,0.0,0.0,0.0,0.0,0.0,3.0,2008.0
70.0,69.0,5100.0,8.0,7.0,1925.0,1996.0,0.0,0.0,0.0,588.0,588.0,833.0,833.0,0.0,1666.0,0.0,0.0,1.0,0.0,3.0,1.0,7.0,1.0,1925.0,1.0,228.0,192.0,63.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0
50.0,69.0,7015.0,5.0,4.0,1950.0,1950.0,161.0,185.0,0.0,524.0,709.0,979.0,224.0,0.0,1203.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,1.0,1950.0,1.0,352.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,7.0,2009.0
60.0,75.0,8004.0,8.0,5.0,2009.0,2009.0,110.0,544.0,0.0,288.0,832.0,832.0,1103.0,0.0,1935.0,1.0,0.0,2.0,1.0,3.0,1.0,8.0,0.0,2009.0,2.0,552.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,12.0,2009.0
70.0,60.0,7200.0,7.0,9.0,1936.0,2007.0,0.0,350.0,210.0,0.0,560.0,575.0,560.0,0.0,1135.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1971.0,2.0,576.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2009.0
20.0,60.0,8281.0,5.0,5.0,1965.0,1965.0,0.0,553.0,311.0,0.0,864.0,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,1.0,1965.0,1.0,360.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,12.0,2009.0
70.0,74.0,11988.0,6.0,7.0,1934.0,1995.0,0.0,326.0,0.0,389.0,715.0,849.0,811.0,0.0,1660.0,0.0,0.0,1.0,1.0,3.0,1.0,6.0,1.0,1939.0,1.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2008.0
20.0,60.0,8430.0,5.0,5.0,1978.0,1978.0,136.0,616.0,0.0,424.0,1040.0,1040.0,0.0,0.0,1040.0,0.0,0.0,2.0,0.0,3.0,1.0,5.0,0.0,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0
120.0,69.0,3072.0,7.0,5.0,2004.0,2004.0,18.0,0.0,0.0,1375.0,1375.0,1414.0,0.0,0.0,1414.0,0.0,0.0,2.0,0.0,2.0,1.0,6.0,1.0,2004.0,2.0,398.0,144.0,20.0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0
20.0,85.0,10628.0,7.0,5.0,1970.0,1970.0,0.0,778.0,0.0,499.0,1277.0,1277.0,0.0,0.0,1277.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,1.0,1970.0,2.0,526.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,4.0,2007.0
70.0,79.0,9480.0,5.0,7.0,1942.0,1995.0,224.0,386.0,0.0,342.0,728.0,888.0,756.0,0.0,1644.0,0.0,0.0,1.0,1.0,3.0,1.0,7.0,2.0,1942.0,1.0,312.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0
20.0,98.0,11428.0,8.0,5.0,2006.0,2006.0,248.0,0.0,0.0,1626.0,1626.0,1634.0,0.0,0.0,1634.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,2006.0,3.0,866.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0
60.0,76.0,9291.0,6.0,5.0,1993.0,1993.0,120.0,426.0,0.0,406.0,832.0,832.0,878.0,0.0,1710.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,0.0,1993.0,2.0,506.0,144.0,70.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0
120.0,69.0,6820.0,8.0,5.0,1985.0,1985.0,0.0,368.0,1120.0,0.0,1488.0,1502.0,0.0,0.0,1502.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,1985.0,2.0,528.0,0.0,54.0,0.0,0.0,140.0,0.0,0.0,6.0,2010.0
60.0,92.0,11952.0,7.0,6.0,1977.0,1977.0,0.0,0.0,0.0,808.0,808.0,1161.0,808.0,0.0,1969.0,0.0,0.0,2.0,1.0,3.0,1.0,8.0,1.0,1977.0,2.0,534.0,0.0,0.0,0.0,0.0,276.0,0.0,0.0,11.0,2007.0
180.0,35.0,3675.0,6.0,5.0,2005.0,2005.0,80.0,459.0,0.0,88.0,547.0,1072.0,0.0,0.0,1072.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,2005.0,2.0,525.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0
20.0,110.0,14977.0,8.0,5.0,2006.0,2007.0,304.0,1350.0,0.0,626.0,1976.0,1976.0,0.0,0.0,1976.0,1.0,0.0,2.0,0.0,2.0,1.0,7.0,1.0,2006.0,3.0,908.0,250.0,63.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0
120.0,41.0,5330.0,8.0,5.0,2000.0,2000.0,0.0,1196.0,0.0,298.0,1494.0,1652.0,0.0,0.0,1652.0,1.0,0.0,2.0,0.0,2.0,1.0,6.0,0.0,2000.0,2.0,499.0,96.0,48.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0
20.0,80.0,8480.0,5.0,6.0,1963.0,1963.0,0.0,630.0,0.0,340.0,970.0,970.0,0.0,0.0,970.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1996.0,2.0,624.0,0.0,24.0,0.0,0.0,192.0,0.0,0.0,7.0,2007.0
20.0,75.0,13125.0,6.0,5.0,1997.0,1998.0,215.0,994.0,0.0,484.0,1478.0,1493.0,0.0,0.0,1493.0,1.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,1997.0,2.0,508.0,140.0,39.0,0.0,0.0,0.0,0.0,0.0,4.0,2008.0
60.0,105.0,13693.0,9.0,5.0,2006.0,2006.0,772.0,0.0,0.0,2153.0,2153.0,2069.0,574.0,0.0,2643.0,0.0,0.0,2.0,1.0,3.0,1.0,9.0,1.0,2006.0,3.0,694.0,414.0,84.0,0.0,0.0,0.0,0.0,0.0,3.0,2007.0
20.0,79.0,10637.0,8.0,5.0,2007.0,2008.0,336.0,1288.0,0.0,417.0,1705.0,1718.0,0.0,0.0,1718.0,1.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,2007.0,3.0,826.0,208.0,44.0,0.0,0.0,0.0,0.0,0.0,9.0,2009.0
30.0,50.0,5925.0,4.0,7.0,1937.0,2000.0,435.0,168.0,0.0,739.0,907.0,1131.0,0.0,0.0,1131.0,0.0,0.0,1.0,0.0,2.0,1.0,7.0,0.0,1995.0,2.0,672.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,3.0,2007.0
20.0,98.0,16033.0,9.0,5.0,2004.0,2005.0,378.0,1261.0,0.0,572.0,1833.0,1850.0,0.0,0.0,1850.0,1.0,0.0,2.0,0.0,3.0,1.0,8.0,1.0,2004.0,3.0,772.0,519.0,112.0,0.0,0.0,0.0,0.0,0.0,3.0,2006.0
